mjd,date,flag,ut1_minus_utc_s,ut1_minus_utc_error_s
47767,1989-08-29,I,-0.4449967,0.0000181
47768,1989-08-30,I,-0.4461135,0.0000259
47769,1989-08-31,I,-0.4474090,0.0000277
47770,1989-09-01,I,-0.4488326,0.0000281
47771,1989-09-02,I,-0.4503104,0.0000326
47772,1989-09-03,I,-0.4517592,0.0000268
47773,1989-09-04,I,-0.4531034,0.0000287
47774,1989-09-05,I,-0.4542861,0.0000286
47775,1989-09-06,I,-0.4552793,0.0000289
47776,1989-09-07,I,-0.4560988,0.0000259
47777,1989-09-08,I,-0.4567912,0.0000223
47778,1989-09-09,I,-0.4574237,0.0000264
47779,1989-09-10,I,-0.4580759,0.0000264
47780,1989-09-11,I,-0.4588413,0.0000279
47781,1989-09-12,I,-0.4598142,0.0000277
47782,1989-09-13,I,-0.4610861,0.0000288
47783,1989-09-14,I,-0.4627008,0.0000291
47784,1989-09-15,I,-0.4646257,0.0000390
47785,1989-09-16,I,-0.4667494,0.0000416
47786,1989-09-17,I,-0.4688936,0.0000345
47787,1989-09-18,I,-0.4708799,0.0000287
47788,1989-09-19,I,-0.4725877,0.0000261
47789,1989-09-20,I,-0.4739864,0.0000239
47790,1989-09-21,I,-0.4751349,0.0000278
47791,1989-09-22,I,-0.4761491,0.0000516
47792,1989-09-23,I,-0.4771580,0.0000419
47793,1989-09-24,I,-0.4782659,0.0000482
47794,1989-09-25,I,-0.4795362,0.0000484
47795,1989-09-26,I,-0.4809976,0.0000502
47796,1989-09-27,I,-0.4826408,0.0000446
47797,1989-09-28,I,-0.4844230,0.0000201
47798,1989-09-29,I,-0.4862767,0.0000263
47799,1989-09-30,I,-0.4881223,0.0000263
47800,1989-10-01,I,-0.4898814,0.0000293
47801,1989-10-02,I,-0.4915025,0.0000185
47802,1989-10-03,I,-0.4929657,0.0000137
47803,1989-10-04,I,-0.4942776,0.0000178
47804,1989-10-05,I,-0.4954708,0.0000241
47805,1989-10-06,I,-0.4966012,0.0000195
47806,1989-10-07,I,-0.4977390,0.0000210
47807,1989-10-08,I,-0.4989679,0.0000186
47808,1989-10-09,I,-0.5003764,0.0000216
47809,1989-10-10,I,-0.5020430,0.0000198
47810,1989-10-11,I,-0.5040190,0.0000164
47811,1989-10-12,I,-0.5063092,0.0000164
47812,1989-10-13,I,-0.5088360,0.0000250
47813,1989-10-14,I,-0.5114535,0.0000271
47814,1989-10-15,I,-0.5139882,0.0000231
47815,1989-10-16,I,-0.5163023,0.0000217
47816,1989-10-17,I,-0.5183552,0.0000232
47817,1989-10-18,I,-0.5201807,0.0000229
47818,1989-10-19,I,-0.5218821,0.0000188
47819,1989-10-20,I,-0.5235875,0.0000170
47820,1989-10-21,I,-0.5253966,0.0000241
47821,1989-10-22,I,-0.5273690,0.0000235
47822,1989-10-23,I,-0.5295201,0.0000234
47823,1989-10-24,I,-0.5318237,0.0000245
47824,1989-10-25,I,-0.5342181,0.0000211
47825,1989-10-26,I,-0.5366175,0.0000179
47826,1989-10-27,I,-0.5389732,0.0000183
47827,1989-10-28,I,-0.5412707,0.0000133
47828,1989-10-29,I,-0.5434715,0.0000108
47829,1989-10-30,I,-0.5455347,0.0000118
47830,1989-10-31,I,-0.5474450,0.0000140
47831,1989-11-01,I,-0.5492116,0.0000157
47832,1989-11-02,I,-0.5508622,0.0000171
47833,1989-11-03,I,-0.5524428,0.0000202
47834,1989-11-04,I,-0.5540217,0.0000237
47835,1989-11-05,I,-0.5556885,0.0000332
47836,1989-11-06,I,-0.5575408,0.0000310
47837,1989-11-07,I,-0.5596524,0.0000268
47838,1989-11-08,I,-0.5620482,0.0000342
47839,1989-11-09,I,-0.5646954,0.0000342
47840,1989-11-10,I,-0.5674907,0.0000376
47841,1989-11-11,I,-0.5702703,0.0000323
47842,1989-11-12,I,-0.5728730,0.0000248
47843,1989-11-13,I,-0.5751947,0.0000275
47844,1989-11-14,I,-0.5772224,0.0000265
47845,1989-11-15,I,-0.5790283,0.0000227
47846,1989-11-16,I,-0.5807437,0.0000201
47847,1989-11-17,I,-0.5825050,0.0000148
47848,1989-11-18,I,-0.5844129,0.0000145
47849,1989-11-19,I,-0.5865157,0.0000144
47850,1989-11-20,I,-0.5888078,0.0000145
47851,1989-11-21,I,-0.5912498,0.0000153
47852,1989-11-22,I,-0.5937826,0.0000148
47853,1989-11-23,I,-0.5963429,0.0000192
47854,1989-11-24,I,-0.5988717,0.0000189
47855,1989-11-25,I,-0.6013194,0.0000192
47856,1989-11-26,I,-0.6036329,0.0000206
47857,1989-11-27,I,-0.6057728,0.0000171
47858,1989-11-28,I,-0.6077485,0.0000215
47859,1989-11-29,I,-0.6095996,0.0000219
47860,1989-11-30,I,-0.6113828,0.0000266
47861,1989-12-01,I,-0.6131596,0.0000269
47862,1989-12-02,I,-0.6149960,0.0000224
47863,1989-12-03,I,-0.6169522,0.0000233
47864,1989-12-04,I,-0.6190704,0.0000340
47865,1989-12-05,I,-0.6213625,0.0000424
47866,1989-12-06,I,-0.6238147,0.0000513
47867,1989-12-07,I,-0.6263694,0.0000533
47868,1989-12-08,I,-0.6289230,0.0001537
47869,1989-12-09,I,-0.6313513,0.0001982
47870,1989-12-10,I,-0.6335460,0.0000265
47871,1989-12-11,I,-0.6354566,0.0000226
47872,1989-12-12,I,-0.6371141,0.0000169
47873,1989-12-13,I,-0.6386168,0.0000140
47874,1989-12-14,I,-0.6400927,0.0000062
47875,1989-12-15,I,-0.6416503,0.0000077
47876,1989-12-16,I,-0.6433649,0.0000088
47877,1989-12-17,I,-0.6452577,0.0000114
47878,1989-12-18,I,-0.6473040,0.0000118
47879,1989-12-19,I,-0.6494535,0.0000124
47880,1989-12-20,I,-0.6516454,0.0000121
47881,1989-12-21,I,-0.6538100,0.0000112
47882,1989-12-22,I,-0.6558848,0.0000114
47883,1989-12-23,I,-0.6578201,0.0000130
47884,1989-12-24,I,-0.6595778,0.0000171
47885,1989-12-25,I,-0.6611469,0.0000168
47886,1989-12-26,I,-0.6625538,0.0000126
47887,1989-12-27,I,-0.6638512,0.0000157
47888,1989-12-28,I,-0.6651098,0.0000134
47889,1989-12-29,I,-0.6664093,0.0000158
47890,1989-12-30,I,-0.6678277,0.0000158
47891,1989-12-31,I,-0.6694346,0.0000127
47892,1990-01-01,I,0.3287299,0.0000150
47893,1990-01-02,I,0.3266755,0.0000168
47894,1990-01-03,I,0.3244612,0.0000188
47895,1990-01-04,I,0.3221827,0.0000211
47896,1990-01-05,I,0.3199666,0.0000182
47897,1990-01-06,I,0.3179327,0.0000180
47898,1990-01-07,I,0.3161554,0.0000203
47899,1990-01-08,I,0.3146479,0.0000201
47900,1990-01-09,I,0.3133590,0.0000185
47901,1990-01-10,I,0.3121743,0.0000163
47902,1990-01-11,I,0.3109595,0.0000131
47903,1990-01-12,I,0.3096018,0.0000146
47904,1990-01-13,I,0.3080388,0.0000147
47905,1990-01-14,I,0.3062707,0.0000156
47906,1990-01-15,I,0.3043627,0.0000138
47907,1990-01-16,I,0.3024028,0.0000183
47908,1990-01-17,I,0.3004731,0.0000241
47909,1990-01-18,I,0.2986380,0.0000231
47910,1990-01-19,I,0.2969392,0.0000230
47911,1990-01-20,I,0.2953849,0.0000195
47912,1990-01-21,I,0.2939698,0.0000165
47913,1990-01-22,I,0.2926678,0.0000195
47914,1990-01-23,I,0.2914283,0.0000122
47915,1990-01-24,I,0.2901819,0.0000147
47916,1990-01-25,I,0.2888420,0.0000146
47917,1990-01-26,I,0.2873146,0.0000152
47918,1990-01-27,I,0.2855226,0.0000226
47919,1990-01-28,I,0.2834268,0.0000253
47920,1990-01-29,I,0.2810372,0.0000249
47921,1990-01-30,I,0.2784068,0.0000264
47922,1990-01-31,I,0.2756331,0.0000357
47923,1990-02-01,I,0.2728622,0.0000512
47924,1990-02-02,I,0.2702280,0.0000516
47925,1990-02-03,I,0.2678168,0.0000547
47926,1990-02-04,I,0.2656382,0.0000490
47927,1990-02-05,I,0.2636275,0.0000440
47928,1990-02-06,I,0.2616782,0.0000363
47929,1990-02-07,I,0.2596732,0.0000395
47930,1990-02-08,I,0.2575205,0.0000389
47931,1990-02-09,I,0.2551654,0.0000365
47932,1990-02-10,I,0.2526112,0.0000291
47933,1990-02-11,I,0.2499077,0.0000263
47934,1990-02-12,I,0.2471273,0.0000258
47935,1990-02-13,I,0.2443503,0.0000233
47936,1990-02-14,I,0.2416508,0.0000218
47937,1990-02-15,I,0.2390857,0.0000205
47938,1990-02-16,I,0.2366892,0.0000205
47939,1990-02-17,I,0.2344671,0.0000291
47940,1990-02-18,I,0.2324190,0.0000271
47941,1990-02-19,I,0.2305295,0.0000269
47942,1990-02-20,I,0.2287768,0.0000227
47943,1990-02-21,I,0.2271069,0.0000269
47944,1990-02-22,I,0.2254056,0.0000344
47945,1990-02-23,I,0.2235538,0.0000395
47946,1990-02-24,I,0.2214677,0.0000357
47947,1990-02-25,I,0.2191119,0.0000337
47948,1990-02-26,I,0.2165203,0.0000492
47949,1990-02-27,I,0.2137950,0.0000491
47950,1990-02-28,I,0.2110790,0.0000326
47951,1990-03-01,I,0.2085275,0.0000252
47952,1990-03-02,I,0.2062450,0.0000262
47953,1990-03-03,I,0.2042473,0.0000280
47954,1990-03-04,I,0.2024744,0.0000287
47955,1990-03-05,I,0.2008204,0.0000278
47956,1990-03-06,I,0.1991629,0.0000262
47957,1990-03-07,I,0.1973892,0.0000283
47958,1990-03-08,I,0.1954224,0.0000293
47959,1990-03-09,I,0.1932302,0.0000289
47960,1990-03-10,I,0.1908252,0.0000282
47961,1990-03-11,I,0.1882804,0.0000293
47962,1990-03-12,I,0.1856908,0.0000333
47963,1990-03-13,I,0.1831488,0.0000476
47964,1990-03-14,I,0.1807307,0.0000552
47965,1990-03-15,I,0.1784817,0.0000558
47966,1990-03-16,I,0.1763881,0.0000498
47967,1990-03-17,I,0.1744136,0.0000498
47968,1990-03-18,I,0.1725138,0.0000561
47969,1990-03-19,I,0.1706279,0.0000500
47970,1990-03-20,I,0.1686844,0.0000206
47971,1990-03-21,I,0.1666143,0.0000200
47972,1990-03-22,I,0.1643506,0.0000172
47973,1990-03-23,I,0.1618382,0.0000165
47974,1990-03-24,I,0.1590458,0.0000158
47975,1990-03-25,I,0.1559830,0.0000124
47976,1990-03-26,I,0.1527418,0.0000114
47977,1990-03-27,I,0.1494752,0.0000138
47978,1990-03-28,I,0.1463557,0.0000132
47979,1990-03-29,I,0.1435257,0.0000133
47980,1990-03-30,I,0.1410556,0.0000189
47981,1990-03-31,I,0.1388943,0.0000176
47982,1990-04-01,I,0.1369228,0.0000190
47983,1990-04-02,I,0.1350002,0.0000269
47984,1990-04-03,I,0.1329978,0.0000270
47985,1990-04-04,I,0.1308293,0.0000270
47986,1990-04-05,I,0.1284821,0.0000210
47987,1990-04-06,I,0.1259920,0.0000180
47988,1990-04-07,I,0.1234035,0.0000254
47989,1990-04-08,I,0.1207725,0.0000266
47990,1990-04-09,I,0.1181634,0.0000214
47991,1990-04-10,I,0.1156414,0.0000186
47992,1990-04-11,I,0.1132566,0.0000123
47993,1990-04-12,I,0.1110349,0.0000146
47994,1990-04-13,I,0.1089757,0.0000132
47995,1990-04-14,I,0.1070634,0.0000211
47996,1990-04-15,I,0.1052598,0.0000205
47997,1990-04-16,I,0.1034993,0.0000173
47998,1990-04-17,I,0.1017055,0.0000209
47999,1990-04-18,I,0.0997972,0.0000213
48000,1990-04-19,I,0.0976858,0.0000213
48001,1990-04-20,I,0.0953157,0.0000191
48002,1990-04-21,I,0.0926757,0.0000146
48003,1990-04-22,I,0.0898164,0.0000157
48004,1990-04-23,I,0.0868525,0.0000172
48005,1990-04-24,I,0.0839438,0.0000185
48006,1990-04-25,I,0.0812443,0.0000175
48007,1990-04-26,I,0.0788675,0.0000207
48008,1990-04-27,I,0.0768409,0.0000261
48009,1990-04-28,I,0.0751001,0.0000308
48010,1990-04-29,I,0.0735384,0.0000300
48011,1990-04-30,I,0.0720096,0.0000268
48012,1990-05-01,I,0.0703872,0.0000263
48013,1990-05-02,I,0.0686030,0.0000282
48014,1990-05-03,I,0.0666480,0.0000295
48015,1990-05-04,I,0.0645590,0.0000230
48016,1990-05-05,I,0.0623985,0.0000210
48017,1990-05-06,I,0.0602422,0.0000229
48018,1990-05-07,I,0.0581609,0.0000282
48019,1990-05-08,I,0.0562105,0.0000255
48020,1990-05-09,I,0.0544221,0.0000222
48021,1990-05-10,I,0.0527826,0.0000204
48022,1990-05-11,I,0.0512668,0.0000202
48023,1990-05-12,I,0.0498338,0.0000222
48024,1990-05-13,I,0.0484244,0.0000236
48025,1990-05-14,I,0.0469688,0.0000253
48026,1990-05-15,I,0.0453861,0.0000230
48027,1990-05-16,I,0.0436049,0.0000263
48028,1990-05-17,I,0.0415965,0.0000304
48029,1990-05-18,I,0.0393498,0.0000313
48030,1990-05-19,I,0.0368903,0.0000268
48031,1990-05-20,I,0.0342836,0.0000262
48032,1990-05-21,I,0.0316328,0.0000193
48033,1990-05-22,I,0.0290653,0.0000155
48034,1990-05-23,I,0.0266965,0.0000157
48035,1990-05-24,I,0.0246069,0.0000149
48036,1990-05-25,I,0.0228081,0.0000143
48037,1990-05-26,I,0.0212166,0.0000120
48038,1990-05-27,I,0.0196804,0.0000114
48039,1990-05-28,I,0.0180611,0.0000305
48040,1990-05-29,I,0.0162813,0.0000512
48041,1990-05-30,I,0.0143374,0.0000451
48042,1990-05-31,I,0.0122766,0.0000384
48043,1990-06-01,I,0.0101690,0.0000510
48044,1990-06-02,I,0.0080890,0.0000499
48045,1990-06-03,I,0.0061014,0.0000366
48046,1990-06-04,I,0.0042559,0.0000155
48047,1990-06-05,I,0.0025887,0.0000143
48048,1990-06-06,I,0.0011131,0.0000141
48049,1990-06-07,I,-0.0001929,0.0000162
48050,1990-06-08,I,-0.0013779,0.0000184
48051,1990-06-09,I,-0.0025105,0.0000153
48052,1990-06-10,I,-0.0036700,0.0000151
48053,1990-06-11,I,-0.0049304,0.0000177
48054,1990-06-12,I,-0.0063454,0.0000178
48055,1990-06-13,I,-0.0079399,0.0000183
48056,1990-06-14,I,-0.0097238,0.0000164
48057,1990-06-15,I,-0.0116874,0.0000138
48058,1990-06-16,I,-0.0137844,0.0000189
48059,1990-06-17,I,-0.0159328,0.0000226
48060,1990-06-18,I,-0.0180254,0.0000252
48061,1990-06-19,I,-0.0199602,0.0000273
48062,1990-06-20,I,-0.0216762,0.0000244
48063,1990-06-21,I,-0.0231643,0.0000335
48064,1990-06-22,I,-0.0244731,0.0000338
48065,1990-06-23,I,-0.0256936,0.0000298
48066,1990-06-24,I,-0.0269587,0.0000273
48067,1990-06-25,I,-0.0283702,0.0000204
48068,1990-06-26,I,-0.0299604,0.0000298
48069,1990-06-27,I,-0.0316925,0.0000288
48070,1990-06-28,I,-0.0334874,0.0000298
48071,1990-06-29,I,-0.0352726,0.0000281
48072,1990-06-30,I,-0.0369906,0.0000301
48073,1990-07-01,I,-0.0386068,0.0000355
48074,1990-07-02,I,-0.0400881,0.0000293
48075,1990-07-03,I,-0.0414022,0.0000336
48076,1990-07-04,I,-0.0425616,0.0000299
48077,1990-07-05,I,-0.0435896,0.0000260
48078,1990-07-06,I,-0.0445233,0.0000359
48079,1990-07-07,I,-0.0454115,0.0000312
48080,1990-07-08,I,-0.0463011,0.0000320
48081,1990-07-09,I,-0.0472682,0.0000278
48082,1990-07-10,I,-0.0483881,0.0000298
48083,1990-07-11,I,-0.0497046,0.0000371
48084,1990-07-12,I,-0.0512119,0.0000327
48085,1990-07-13,I,-0.0528489,0.0000324
48086,1990-07-14,I,-0.0545337,0.0000320
48087,1990-07-15,I,-0.0561593,0.0000287
48088,1990-07-16,I,-0.0576203,0.0000288
48089,1990-07-17,I,-0.0588413,0.0000409
48090,1990-07-18,I,-0.0597996,0.0000378
48091,1990-07-19,I,-0.0605401,0.0000358
48092,1990-07-20,I,-0.0611762,0.0000323
48093,1990-07-21,I,-0.0618514,0.0000367
48094,1990-07-22,I,-0.0626927,0.0000356
48095,1990-07-23,I,-0.0637696,0.0000252
48096,1990-07-24,I,-0.0650727,0.0000250
48097,1990-07-25,I,-0.0665325,0.0000211
48098,1990-07-26,I,-0.0680598,0.0000246
48099,1990-07-27,I,-0.0695760,0.0000320
48100,1990-07-28,I,-0.0710357,0.0000342
48101,1990-07-29,I,-0.0723997,0.0000365
48102,1990-07-30,I,-0.0736414,0.0000320
48103,1990-07-31,I,-0.0747510,0.0000446
48104,1990-08-01,I,-0.0757310,0.0000437
48105,1990-08-02,I,-0.0765954,0.0000356
48106,1990-08-03,I,-0.0774086,0.0000375
48107,1990-08-04,I,-0.0782605,0.0000373
48108,1990-08-05,I,-0.0792382,0.0000308
48109,1990-08-06,I,-0.0804167,0.0000378
48110,1990-08-07,I,-0.0818421,0.0000444
48111,1990-08-08,I,-0.0835193,0.0000461
48112,1990-08-09,I,-0.0854070,0.0000333
48113,1990-08-10,I,-0.0874187,0.0000430
48114,1990-08-11,I,-0.0894445,0.0000411
48115,1990-08-12,I,-0.0913725,0.0000428
48116,1990-08-13,I,-0.0931194,0.0000396
48117,1990-08-14,I,-0.0946455,0.0000288
48118,1990-08-15,I,-0.0959732,0.0000340
48119,1990-08-16,I,-0.0971907,0.0000217
48120,1990-08-17,I,-0.0984181,0.0000298
48121,1990-08-18,I,-0.0997780,0.0000123
48122,1990-08-19,I,-0.1013560,0.0000137
48123,1990-08-20,I,-0.1031780,0.0000172
48124,1990-08-21,I,-0.1052071,0.0000173
48125,1990-08-22,I,-0.1073609,0.0000173
48126,1990-08-23,I,-0.1095377,0.0000143
48127,1990-08-24,I,-0.1116487,0.0000140
48128,1990-08-25,I,-0.1136207,0.0000327
48129,1990-08-26,I,-0.1154098,0.0000271
48130,1990-08-27,I,-0.1170033,0.0000267
48131,1990-08-28,I,-0.1184179,0.0000235
48132,1990-08-29,I,-0.1196906,0.0000163
48133,1990-08-30,I,-0.1208751,0.0000162
48134,1990-08-31,I,-0.1220434,0.0000191
48135,1990-09-01,I,-0.1232742,0.0000204
48136,1990-09-02,I,-0.1246539,0.0000273
48137,1990-09-03,I,-0.1262568,0.0000247
48138,1990-09-04,I,-0.1281251,0.0000338
48139,1990-09-05,I,-0.1302544,0.0000338
48140,1990-09-06,I,-0.1325801,0.0000294
48141,1990-09-07,I,-0.1349674,0.0000302
48142,1990-09-08,I,-0.1372637,0.0000260
48143,1990-09-09,I,-0.1393470,0.0000209
48144,1990-09-10,I,-0.1411555,0.0000242
48145,1990-09-11,I,-0.1427028,0.0000275
48146,1990-09-12,I,-0.1440895,0.0000307
48147,1990-09-13,I,-0.1454603,0.0000295
48148,1990-09-14,I,-0.1469478,0.0000312
48149,1990-09-15,I,-0.1486457,0.0000352
48150,1990-09-16,I,-0.1505908,0.0000334
48151,1990-09-17,I,-0.1527567,0.0000296
48152,1990-09-18,I,-0.1550745,0.0000303
48153,1990-09-19,I,-0.1574511,0.0000342
48154,1990-09-20,I,-0.1597918,0.0000357
48155,1990-09-21,I,-0.1620186,0.0000412
48156,1990-09-22,I,-0.1640808,0.0000294
48157,1990-09-23,I,-0.1659684,0.0000169
48158,1990-09-24,I,-0.1677029,0.0000196
48159,1990-09-25,I,-0.1693274,0.0000154
48160,1990-09-26,I,-0.1708998,0.0000166
48161,1990-09-27,I,-0.1724864,0.0000149
48162,1990-09-28,I,-0.1741597,0.0000195
48163,1990-09-29,I,-0.1759905,0.0000254
48164,1990-09-30,I,-0.1780385,0.0000264
48165,1990-10-01,I,-0.1803368,0.0000263
48166,1990-10-02,I,-0.1828734,0.0000270
48167,1990-10-03,I,-0.1855895,0.0000216
48168,1990-10-04,I,-0.1883780,0.0000188
48169,1990-10-05,I,-0.1911078,0.0000185
48170,1990-10-06,I,-0.1936561,0.0000214
48171,1990-10-07,I,-0.1959435,0.0000192
48172,1990-10-08,I,-0.1979658,0.0000291
48173,1990-10-09,I,-0.1997935,0.0000369
48174,1990-10-10,I,-0.2015404,0.0000426
48175,1990-10-11,I,-0.2033257,0.0000458
48176,1990-10-12,I,-0.2052441,0.0000402
48177,1990-10-13,I,-0.2073366,0.0000332
48178,1990-10-14,I,-0.2095896,0.0000226
48179,1990-10-15,I,-0.2119499,0.0000195
48180,1990-10-16,I,-0.2143460,0.0000200
48181,1990-10-17,I,-0.2167072,0.0000127
48182,1990-10-18,I,-0.2189730,0.0000128
48183,1990-10-19,I,-0.2211017,0.0000163
48184,1990-10-20,I,-0.2230769,0.0000198
48185,1990-10-21,I,-0.2248977,0.0000214
48186,1990-10-22,I,-0.2266028,0.0000194
48187,1990-10-23,I,-0.2282592,0.0000159
48188,1990-10-24,I,-0.2299413,0.0000165
48189,1990-10-25,I,-0.2317097,0.0000277
48190,1990-10-26,I,-0.2336164,0.0000316
48191,1990-10-27,I,-0.2357095,0.0000291
48192,1990-10-28,I,-0.2380376,0.0000256
48193,1990-10-29,I,-0.2406245,0.0000319
48194,1990-10-30,I,-0.2434467,0.0000346
48195,1990-10-31,I,-0.2464239,0.0000272
48196,1990-11-01,I,-0.2494281,0.0000150
48197,1990-11-02,I,-0.2523127,0.0000157
48198,1990-11-03,I,-0.2549484,0.0000197
48199,1990-11-04,I,-0.2572657,0.0000213
48200,1990-11-05,I,-0.2592841,0.0000212
48201,1990-11-06,I,-0.2611312,0.0000300
48202,1990-11-07,I,-0.2629783,0.0000264
48203,1990-11-08,I,-0.2649711,0.0000306
48204,1990-11-09,I,-0.2671853,0.0000306
48205,1990-11-10,I,-0.2696192,0.0000306
48206,1990-11-11,I,-0.2722039,0.0000278
48207,1990-11-12,I,-0.2748479,0.0000154
48208,1990-11-13,I,-0.2774593,0.0000108
48209,1990-11-14,I,-0.2799595,0.0000107
48210,1990-11-15,I,-0.2822923,0.0000126
48211,1990-11-16,I,-0.2844325,0.0000145
48212,1990-11-17,I,-0.2863825,0.0000161
48213,1990-11-18,I,-0.2881696,0.0000209
48214,1990-11-19,I,-0.2898456,0.0000224
48215,1990-11-20,I,-0.2914947,0.0000221
48216,1990-11-21,I,-0.2931951,0.0000197
48217,1990-11-22,I,-0.2950083,0.0000200
48218,1990-11-23,I,-0.2969842,0.0000204
48219,1990-11-24,I,-0.2991571,0.0000154
48220,1990-11-25,I,-0.3015423,0.0000174
48221,1990-11-26,I,-0.3041284,0.0000211
48222,1990-11-27,I,-0.3068688,0.0000188
48223,1990-11-28,I,-0.3096809,0.0000193
48224,1990-11-29,I,-0.3124648,0.0000199
48225,1990-11-30,I,-0.3151201,0.0000199
48226,1990-12-01,I,-0.3175747,0.0000233
48227,1990-12-02,I,-0.3198120,0.0000119
48228,1990-12-03,I,-0.3218909,0.0000171
48229,1990-12-04,I,-0.3239249,0.0000188
48230,1990-12-05,I,-0.3260323,0.0000165
48231,1990-12-06,I,-0.3282918,0.0000169
48232,1990-12-07,I,-0.3307156,0.0000140
48233,1990-12-08,I,-0.3332567,0.0000173
48234,1990-12-09,I,-0.3358323,0.0000160
48235,1990-12-10,I,-0.3383512,0.0000168
48236,1990-12-11,I,-0.3407208,0.0000153
48237,1990-12-12,I,-0.3428735,0.0000116
48238,1990-12-13,I,-0.3447925,0.0000127
48239,1990-12-14,I,-0.3465003,0.0000125
48240,1990-12-15,I,-0.3480446,0.0000174
48241,1990-12-16,I,-0.3494824,0.0000149
48242,1990-12-17,I,-0.3508740,0.0000128
48243,1990-12-18,I,-0.3522861,0.0000163
48244,1990-12-19,I,-0.3537879,0.0000171
48245,1990-12-20,I,-0.3554536,0.0000222
48246,1990-12-21,I,-0.3573212,0.0000227
48247,1990-12-22,I,-0.3593976,0.0000191
48248,1990-12-23,I,-0.3616644,0.0000452
48249,1990-12-24,I,-0.3640766,0.0000430
48250,1990-12-25,I,-0.3665691,0.0000454
48251,1990-12-26,I,-0.3690611,0.0000322
48252,1990-12-27,I,-0.3714658,0.0000237
48253,1990-12-28,I,-0.3737111,0.0000272
48254,1990-12-29,I,-0.3757593,0.0000285
48255,1990-12-30,I,-0.3776373,0.0000286
48256,1990-12-31,I,-0.3794432,0.0000234
48257,1991-01-01,I,0.6186873,0.0000170
48258,1991-01-02,I,0.6166345,0.0000190
48259,1991-01-03,I,0.6143393,0.0000125
48260,1991-01-04,I,0.6118200,0.0000292
48261,1991-01-05,I,0.6091597,0.0000235
48262,1991-01-06,I,0.6064680,0.0000191
48263,1991-01-07,I,0.6038412,0.0000310
48264,1991-01-08,I,0.6013486,0.0000315
48265,1991-01-09,I,0.5990349,0.0000315
48266,1991-01-10,I,0.5969015,0.0000334
48267,1991-01-11,I,0.5949227,0.0000258
48268,1991-01-12,I,0.5930593,0.0000386
48269,1991-01-13,I,0.5912641,0.0000294
48270,1991-01-14,I,0.5894847,0.0000267
48271,1991-01-15,I,0.5876603,0.0000230
48272,1991-01-16,I,0.5857348,0.0000107
48273,1991-01-17,I,0.5836705,0.0000136
48274,1991-01-18,I,0.5814590,0.0000151
48275,1991-01-19,I,0.5791200,0.0000227
48276,1991-01-20,I,0.5766870,0.0000221
48277,1991-01-21,I,0.5742108,0.0000193
48278,1991-01-22,I,0.5717582,0.0000240
48279,1991-01-23,I,0.5693941,0.0000253
48280,1991-01-24,I,0.5671710,0.0000246
48281,1991-01-25,I,0.5651295,0.0000210
48282,1991-01-26,I,0.5632577,0.0000191
48283,1991-01-27,I,0.5614832,0.0000241
48284,1991-01-28,I,0.5596912,0.0000189
48285,1991-01-29,I,0.5577626,0.0000164
48286,1991-01-30,I,0.5556160,0.0000184
48287,1991-01-31,I,0.5532320,0.0000127
48288,1991-02-01,I,0.5506604,0.0000157
48289,1991-02-02,I,0.5479937,0.0000150
48290,1991-02-03,I,0.5453384,0.0000152
48291,1991-02-04,I,0.5427988,0.0000205
48292,1991-02-05,I,0.5404409,0.0000177
48293,1991-02-06,I,0.5382868,0.0000198
48294,1991-02-07,I,0.5363129,0.0000205
48295,1991-02-08,I,0.5344753,0.0000215
48296,1991-02-09,I,0.5327192,0.0000155
48297,1991-02-10,I,0.5309754,0.0000111
48298,1991-02-11,I,0.5291720,0.0000090
48299,1991-02-12,I,0.5272449,0.0000085
48300,1991-02-13,I,0.5251484,0.0000083
48301,1991-02-14,I,0.5228605,0.0000078
48302,1991-02-15,I,0.5203802,0.0000118
48303,1991-02-16,I,0.5177536,0.0000149
48304,1991-02-17,I,0.5150635,0.0000214
48305,1991-02-18,I,0.5124151,0.0000256
48306,1991-02-19,I,0.5098949,0.0000226
48307,1991-02-20,I,0.5075563,0.0000202
48308,1991-02-21,I,0.5054113,0.0000267
48309,1991-02-22,I,0.5034147,0.0000260
48310,1991-02-23,I,0.5014756,0.0000278
48311,1991-02-24,I,0.4995014,0.0000264
48312,1991-02-25,I,0.4973952,0.0000241
48313,1991-02-26,I,0.4950742,0.0000299
48314,1991-02-27,I,0.4924967,0.0000229
48315,1991-02-28,I,0.4896806,0.0000208
48316,1991-03-01,I,0.4867156,0.0000217
48317,1991-03-02,I,0.4837336,0.0000203
48318,1991-03-03,I,0.4808686,0.0000289
48319,1991-03-04,I,0.4782244,0.0000326
48320,1991-03-05,I,0.4758554,0.0000323
48321,1991-03-06,I,0.4737546,0.0000277
48322,1991-03-07,I,0.4718801,0.0000188
48323,1991-03-08,I,0.4701663,0.0000191
48324,1991-03-09,I,0.4685217,0.0000194
48325,1991-03-10,I,0.4668521,0.0000203
48326,1991-03-11,I,0.4650811,0.0000132
48327,1991-03-12,I,0.4631426,0.0000163
48328,1991-03-13,I,0.4609901,0.0000182
48329,1991-03-14,I,0.4586115,0.0000186
48330,1991-03-15,I,0.4560228,0.0000185
48331,1991-03-16,I,0.4532295,0.0000178
48332,1991-03-17,I,0.4503202,0.0000171
48333,1991-03-18,I,0.4474291,0.0000216
48334,1991-03-19,I,0.4446838,0.0000323
