mjd,date,flag,ut1_minus_utc_s,ut1_minus_utc_error_s
58694,2019-07-30,I,-0.1612414,0.0000064
58695,2019-07-31,I,-0.1606543,0.0000045
58696,2019-08-01,I,-0.1601594,0.0000045
58697,2019-08-02,I,-0.1598491,0.0000026
58698,2019-08-03,I,-0.1597661,0.0000034
58699,2019-08-04,I,-0.1598905,0.0000027
58700,2019-08-05,I,-0.1601557,0.0000029
58701,2019-08-06,I,-0.1604474,0.0000045
58702,2019-08-07,I,-0.1606591,0.0000040
58703,2019-08-08,I,-0.1606992,0.0000038
58704,2019-08-09,I,-0.1605139,0.0000039
58705,2019-08-10,I,-0.1600862,0.0000054
58706,2019-08-11,I,-0.1594952,0.0000041
58707,2019-08-12,I,-0.1588168,0.0000036
58708,2019-08-13,I,-0.1580450,0.0000040
58709,2019-08-14,I,-0.1573268,0.0000039
58710,2019-08-15,I,-0.1567430,0.0000040
58711,2019-08-16,I,-0.1562759,0.0000036
58712,2019-08-17,I,-0.1558423,0.0000045
58713,2019-08-18,I,-0.1555028,0.0000039
58714,2019-08-19,I,-0.1552151,0.0000039
58715,2019-08-20,I,-0.1549871,0.0000040
58716,2019-08-21,I,-0.1548215,0.0000031
58717,2019-08-22,I,-0.1546787,0.0000036
58718,2019-08-23,I,-0.1545227,0.0000038
58719,2019-08-24,I,-0.1543507,0.0000053
58720,2019-08-25,I,-0.1540811,0.0000045
58721,2019-08-26,I,-0.1537064,0.0000044
58722,2019-08-27,I,-0.1533047,0.0000060
58723,2019-08-28,I,-0.1529913,0.0000041
58724,2019-08-29,I,-0.1528174,0.0000044
58725,2019-08-30,I,-0.1528609,0.0000037
58726,2019-08-31,I,-0.1531259,0.0000052
58727,2019-09-01,I,-0.1536329,0.0000046
58728,2019-09-02,I,-0.1542651,0.0000046
58729,2019-09-03,I,-0.1548143,0.0000055
58730,2019-09-04,I,-0.1552635,0.0000042
58731,2019-09-05,I,-0.1555240,0.0000042
58732,2019-09-06,I,-0.1555421,0.0000041
58733,2019-09-07,I,-0.1553677,0.0000054
58734,2019-09-08,I,-0.1551056,0.0000057
58735,2019-09-09,I,-0.1547169,0.0000056
58736,2019-09-10,I,-0.1543014,0.0000080
58737,2019-09-11,I,-0.1539390,0.0000054
58738,2019-09-12,I,-0.1535956,0.0000055
58739,2019-09-13,I,-0.1533692,0.0000049
58740,2019-09-14,I,-0.1532988,0.0000040
58741,2019-09-15,I,-0.1533251,0.0000035
58742,2019-09-16,I,-0.1533367,0.0000034
58743,2019-09-17,I,-0.1533243,0.0000047
58744,2019-09-18,I,-0.1532823,0.0000040
58745,2019-09-19,I,-0.1531511,0.0000035
58746,2019-09-20,I,-0.1529114,0.0000034
58747,2019-09-21,I,-0.1525524,0.0000041
58748,2019-09-22,I,-0.1521081,0.0000038
58749,2019-09-23,I,-0.1516463,0.0000037
58750,2019-09-24,I,-0.1512088,0.0000056
58751,2019-09-25,I,-0.1509148,0.0000039
58752,2019-09-26,I,-0.1509029,0.0000047
58753,2019-09-27,I,-0.1512152,0.0000048
58754,2019-09-28,I,-0.1518024,0.0000062
58755,2019-09-29,I,-0.1525061,0.0000060
58756,2019-09-30,I,-0.1531969,0.0000061
58757,2019-10-01,I,-0.1537424,0.0000095
58758,2019-10-02,I,-0.1539819,0.0000085
58759,2019-10-03,I,-0.1539302,0.0000084
58760,2019-10-04,I,-0.1536867,0.0000074
58761,2019-10-05,I,-0.1532989,0.0000078
58762,2019-10-06,I,-0.1528341,0.0000101
58763,2019-10-07,I,-0.1523745,0.0000083
58764,2019-10-08,I,-0.1519718,0.0000105
58765,2019-10-09,I,-0.1516461,0.0000060
58766,2019-10-10,I,-0.1514326,0.0000061
58767,2019-10-11,I,-0.1513740,0.0000062
58768,2019-10-12,I,-0.1514780,0.0000060
58769,2019-10-13,I,-0.1516730,0.0000054
58770,2019-10-14,I,-0.1519347,0.0000045
58771,2019-10-15,I,-0.1522400,0.0000072
58772,2019-10-16,I,-0.1525734,0.0000050
58773,2019-10-17,I,-0.1528842,0.0000051
58774,2019-10-18,I,-0.1531350,0.0000051
58775,2019-10-19,I,-0.1533206,0.0000054
58776,2019-10-20,I,-0.1534187,0.0000048
58777,2019-10-21,I,-0.1534904,0.0000047
58778,2019-10-22,I,-0.1535986,0.0000052
58779,2019-10-23,I,-0.1538178,0.0000030
58780,2019-10-24,I,-0.1542404,0.0000031
58781,2019-10-25,I,-0.1549155,0.0000032
58782,2019-10-26,I,-0.1558157,0.0000035
58783,2019-10-27,I,-0.1568124,0.0000028
58784,2019-10-28,I,-0.1577418,0.0000030
58785,2019-10-29,I,-0.1584521,0.0000029
58786,2019-10-30,I,-0.1589190,0.0000027
58787,2019-10-31,I,-0.1591500,0.0000026
58788,2019-11-01,I,-0.1592191,0.0000025
58789,2019-11-02,I,-0.1592033,0.0000031
58790,2019-11-03,I,-0.1591771,0.0000026
58791,2019-11-04,I,-0.1592174,0.0000034
58792,2019-11-05,I,-0.1592844,0.0000036
58793,2019-11-06,I,-0.1594509,0.0000032
58794,2019-11-07,I,-0.1597762,0.0000032
58795,2019-11-08,I,-0.1602505,0.0000033
58796,2019-11-09,I,-0.1608641,0.0000038
58797,2019-11-10,I,-0.1615591,0.0000044
58798,2019-11-11,I,-0.1622667,0.0000045
58799,2019-11-12,I,-0.1629007,0.0000081
58800,2019-11-13,I,-0.1634352,0.0000044
58801,2019-11-14,I,-0.1638651,0.0000053
58802,2019-11-15,I,-0.1641749,0.0000053
58803,2019-11-16,I,-0.1643885,0.0000051
58804,2019-11-17,I,-0.1644699,0.0000043
58805,2019-11-18,I,-0.1645181,0.0000044
58806,2019-11-19,I,-0.1646584,0.0000055
58807,2019-11-20,I,-0.1649642,0.0000034
58808,2019-11-21,I,-0.1655534,0.0000036
58809,2019-11-22,I,-0.1663395,0.0000037
58810,2019-11-23,I,-0.1672110,0.0000044
58811,2019-11-24,I,-0.1680955,0.0000036
58812,2019-11-25,I,-0.1689013,0.0000038
58813,2019-11-26,I,-0.1694753,0.0000041
58814,2019-11-27,I,-0.1697867,0.0000041
58815,2019-11-28,I,-0.1699463,0.0000042
58816,2019-11-29,I,-0.1700196,0.0000042
58817,2019-11-30,I,-0.1700320,0.0000051
58818,2019-12-01,I,-0.1700144,0.0000071
58819,2019-12-02,I,-0.1700672,0.0000069
58820,2019-12-03,I,-0.1702051,0.0000067
58821,2019-12-04,I,-0.1704239,0.0000051
58822,2019-12-05,I,-0.1706918,0.0000049
58823,2019-12-06,I,-0.1710269,0.0000048
58824,2019-12-07,I,-0.1714231,0.0000043
58825,2019-12-08,I,-0.1718637,0.0000040
58826,2019-12-09,I,-0.1722681,0.0000040
58827,2019-12-10,I,-0.1725355,0.0000043
58828,2019-12-11,I,-0.1726237,0.0000040
58829,2019-12-12,I,-0.1725987,0.0000040
58830,2019-12-13,I,-0.1724603,0.0000041
58831,2019-12-14,I,-0.1722749,0.0000057
58832,2019-12-15,I,-0.1721025,0.0000059
58833,2019-12-16,I,-0.1719983,0.0000053
58834,2019-12-17,I,-0.1720340,0.0000070
58835,2019-12-18,I,-0.1722479,0.0000034
58836,2019-12-19,I,-0.1727185,0.0000036
58837,2019-12-20,I,-0.1733550,0.0000036
58838,2019-12-21,I,-0.1740384,0.0000029
58839,2019-12-22,I,-0.1747194,0.0000025
58840,2019-12-23,I,-0.1753123,0.0000025
58841,2019-12-24,I,-0.1757574,0.0000071
58842,2019-12-25,I,-0.1760245,0.0000048
58843,2019-12-26,I,-0.1761465,0.0000049
58844,2019-12-27,I,-0.1762087,0.0000047
58845,2019-12-28,I,-0.1762508,0.0000054
58846,2019-12-29,I,-0.1763259,0.0000065
58847,2019-12-30,I,-0.1764922,0.0000061
58848,2019-12-31,I,-0.1767688,0.0000107
58849,2020-01-01,I,-0.1771554,0.0000055
58850,2020-01-02,I,-0.1776274,0.0000058
58851,2020-01-03,I,-0.1781148,0.0000068
58852,2020-01-04,I,-0.1785885,0.0000058
58853,2020-01-05,I,-0.1790818,0.0000076
58854,2020-01-06,I,-0.1794276,0.0000078
58855,2020-01-07,I,-0.1795514,0.0000188
58856,2020-01-08,I,-0.1795302,0.0000072
58857,2020-01-09,I,-0.1793750,0.0000068
58858,2020-01-10,I,-0.1791174,0.0000068
58859,2020-01-11,I,-0.1788786,0.0000061
58860,2020-01-12,I,-0.1787902,0.0000041
58861,2020-01-13,I,-0.1789375,0.0000036
58862,2020-01-14,I,-0.1793277,0.0000024
58863,2020-01-15,I,-0.1799645,0.0000022
58864,2020-01-16,I,-0.1807929,0.0000023
58865,2020-01-17,I,-0.1817427,0.0000023
58866,2020-01-18,I,-0.1827849,0.0000033
58867,2020-01-19,I,-0.1837574,0.0000033
58868,2020-01-20,I,-0.1846024,0.0000027
58869,2020-01-21,I,-0.1852838,0.0000034
58870,2020-01-22,I,-0.1858012,0.0000029
58871,2020-01-23,I,-0.1861639,0.0000028
58872,2020-01-24,I,-0.1864690,0.0000028
58873,2020-01-25,I,-0.1867835,0.0000028
58874,2020-01-26,I,-0.1871917,0.0000026
58875,2020-01-27,I,-0.1877080,0.0000023
58876,2020-01-28,I,-0.1883268,0.0000027
58877,2020-01-29,I,-0.1890522,0.0000025
58878,2020-01-30,I,-0.1898134,0.0000030
58879,2020-01-31,I,-0.1905200,0.0000030
58880,2020-02-01,I,-0.1911703,0.0000039
58881,2020-02-02,I,-0.1917202,0.0000029
58882,2020-02-03,I,-0.1921865,0.0000026
58883,2020-02-04,I,-0.1925140,0.0000031
58884,2020-02-05,I,-0.1927151,0.0000017
58885,2020-02-06,I,-0.1928451,0.0000018
58886,2020-02-07,I,-0.1929304,0.0000017
58887,2020-02-08,I,-0.1930187,0.0000025
58888,2020-02-09,I,-0.1932681,0.0000026
58889,2020-02-10,I,-0.1937929,0.0000027
58890,2020-02-11,I,-0.1945811,0.0000045
58891,2020-02-12,I,-0.1955524,0.0000026
58892,2020-02-13,I,-0.1965396,0.0000027
58893,2020-02-14,I,-0.1974284,0.0000030
58894,2020-02-15,I,-0.1981127,0.0000041
58895,2020-02-16,I,-0.1986289,0.0000045
58896,2020-02-17,I,-0.1989401,0.0000045
58897,2020-02-18,I,-0.1990761,0.0000058
58898,2020-02-19,I,-0.1991257,0.0000043
58899,2020-02-20,I,-0.1991524,0.0000041
58900,2020-02-21,I,-0.1992371,0.0000040
58901,2020-02-22,I,-0.1995078,0.0000032
58902,2020-02-23,I,-0.1999742,0.0000045
58903,2020-02-24,I,-0.2005754,0.0000045
58904,2020-02-25,I,-0.2012489,0.0000059
58905,2020-02-26,I,-0.2019712,0.0000045
58906,2020-02-27,I,-0.2027359,0.0000046
58907,2020-02-28,I,-0.2035207,0.0000045
58908,2020-02-29,I,-0.2042796,0.0000043
58909,2020-03-01,I,-0.2049904,0.0000039
58910,2020-03-02,I,-0.2056255,0.0000037
58911,2020-03-03,I,-0.2061689,0.0000047
58912,2020-03-04,I,-0.2066659,0.0000034
58913,2020-03-05,I,-0.2071407,0.0000034
58914,2020-03-06,I,-0.2076825,0.0000027
58915,2020-03-07,I,-0.2083814,0.0000018
58916,2020-03-08,I,-0.2092576,0.0000017
58917,2020-03-09,I,-0.2103578,0.0000020
58918,2020-03-10,I,-0.2117147,0.0000027
58919,2020-03-11,I,-0.2132675,0.0000024
58920,2020-03-12,I,-0.2147950,0.0000025
58921,2020-03-13,I,-0.2161404,0.0000025
58922,2020-03-14,I,-0.2172820,0.0000035
58923,2020-03-15,I,-0.2181664,0.0000022
58924,2020-03-16,I,-0.2187942,0.0000023
58925,2020-03-17,I,-0.2192723,0.0000026
58926,2020-03-18,I,-0.2196470,0.0000020
58927,2020-03-19,I,-0.2199424,0.0000024
58928,2020-03-20,I,-0.2202417,0.0000025
58929,2020-03-21,I,-0.2205851,0.0000035
58930,2020-03-22,I,-0.2209490,0.0000025
58931,2020-03-23,I,-0.2213784,0.0000024
58932,2020-03-24,I,-0.2219310,0.0000030
58933,2020-03-25,I,-0.2224940,0.0000026
58934,2020-03-26,I,-0.2230530,0.0000033
58935,2020-03-27,I,-0.2235729,0.0000035
58936,2020-03-28,I,-0.2240333,0.0000051
58937,2020-03-29,I,-0.2244327,0.0000035
58938,2020-03-30,I,-0.2247096,0.0000035
58939,2020-03-31,I,-0.2249429,0.0000042
58940,2020-04-01,I,-0.2251639,0.0000033
58941,2020-04-02,I,-0.2254376,0.0000030
58942,2020-04-03,I,-0.2258149,0.0000029
58943,2020-04-04,I,-0.2264256,0.0000041
58944,2020-04-05,I,-0.2273265,0.0000031
58945,2020-04-06,I,-0.2285447,0.0000030
58946,2020-04-07,I,-0.2300093,0.0000019
58947,2020-04-08,I,-0.2316212,0.0000024
58948,2020-04-09,I,-0.2332043,0.0000024
58949,2020-04-10,I,-0.2346315,0.0000026
58950,2020-04-11,I,-0.2357756,0.0000037
58951,2020-04-12,I,-0.2366269,0.0000036
58952,2020-04-13,I,-0.2372315,0.0000034
58953,2020-04-14,I,-0.2376207,0.0000037
58954,2020-04-15,I,-0.2378557,0.0000031
58955,2020-04-16,I,-0.2380168,0.0000031
58956,2020-04-17,I,-0.2382326,0.0000033
58957,2020-04-18,I,-0.2385729,0.0000034
58958,2020-04-19,I,-0.2390137,0.0000034
58959,2020-04-20,I,-0.2395153,0.0000032
58960,2020-04-21,I,-0.2399946,0.0000035
58961,2020-04-22,I,-0.2404811,0.0000034
58962,2020-04-23,I,-0.2409606,0.0000032
58963,2020-04-24,I,-0.2413705,0.0000036
58964,2020-04-25,I,-0.2416796,0.0000054
58965,2020-04-26,I,-0.2418681,0.0000051
58966,2020-04-27,I,-0.2419768,0.0000096
58967,2020-04-28,I,-0.2420687,0.0000050
58968,2020-04-29,I,-0.2421354,0.0000052
58969,2020-04-30,I,-0.2422373,0.0000048
58970,2020-05-01,I,-0.2424662,0.0000048
58971,2020-05-02,I,-0.2429192,0.0000047
58972,2020-05-03,I,-0.2436439,0.0000030
58973,2020-05-04,I,-0.2445982,0.0000031
58974,2020-05-05,I,-0.2456736,0.0000029
58975,2020-05-06,I,-0.2467817,0.0000028
58976,2020-05-07,I,-0.2478452,0.0000024
58977,2020-05-08,I,-0.2486991,0.0000024
58978,2020-05-09,I,-0.2492900,0.0000048
58979,2020-05-10,I,-0.2497392,0.0000036
58980,2020-05-11,I,-0.2499950,0.0000038
58981,2020-05-12,I,-0.2501527,0.0000043
58982,2020-05-13,I,-0.2503303,0.0000034
58983,2020-05-14,I,-0.2505353,0.0000035
58984,2020-05-15,I,-0.2507515,0.0000029
58985,2020-05-16,I,-0.2510759,0.0000043
58986,2020-05-17,I,-0.2514862,0.0000030
58987,2020-05-18,I,-0.2520039,0.0000029
58988,2020-05-19,I,-0.2526091,0.0000035
58989,2020-05-20,I,-0.2531420,0.0000032
58990,2020-05-21,I,-0.2536200,0.0000039
58991,2020-05-22,I,-0.2539670,0.0000038
58992,2020-05-23,I,-0.2541436,0.0000064
58993,2020-05-24,I,-0.2541533,0.0000065
58994,2020-05-25,I,-0.2540118,0.0000039
58995,2020-05-26,I,-0.2538321,0.0000043
58996,2020-05-27,I,-0.2536790,0.0000027
58997,2020-05-28,I,-0.2535495,0.0000027
58998,2020-05-29,I,-0.2535504,0.0000027
58999,2020-05-30,I,-0.2537140,0.0000027
59000,2020-05-31,I,-0.2540873,0.0000031
59001,2020-06-01,I,-0.2546335,0.0000025
59002,2020-06-02,I,-0.2552518,0.0000023
59003,2020-06-03,I,-0.2558002,0.0000020
59004,2020-06-04,I,-0.2561358,0.0000030
59005,2020-06-05,I,-0.2562081,0.0000033
59006,2020-06-06,I,-0.2560530,0.0000034
59007,2020-06-07,I,-0.2556889,0.0000035
59008,2020-06-08,I,-0.2551855,0.0000040
59009,2020-06-09,I,-0.2546259,0.0000063
59010,2020-06-10,I,-0.2539811,0.0000059
59011,2020-06-11,I,-0.2533761,0.0000061
59012,2020-06-12,I,-0.2527310,0.0000060
59013,2020-06-13,I,-0.2520982,0.0000144
59014,2020-06-14,I,-0.2515642,0.0000087
59015,2020-06-15,I,-0.2511335,0.0000080
59016,2020-06-16,I,-0.2507493,0.0000079
59017,2020-06-17,I,-0.2502801,0.0000051
59018,2020-06-18,I,-0.2497090,0.0000052
59019,2020-06-19,I,-0.2490317,0.0000050
59020,2020-06-20,I,-0.2481022,0.0000066
59021,2020-06-21,I,-0.2470448,0.0000037
59022,2020-06-22,I,-0.2458865,0.0000037
59023,2020-06-23,I,-0.2447016,0.0000038
59024,2020-06-24,I,-0.2435726,0.0000032
59025,2020-06-25,I,-0.2426000,0.0000028
59026,2020-06-26,I,-0.2418664,0.0000027
59027,2020-06-27,I,-0.2413618,0.0000041
59028,2020-06-28,I,-0.2410246,0.0000024
59029,2020-06-29,I,-0.2408104,0.0000023
59030,2020-06-30,I,-0.2405680,0.0000026
59031,2020-07-01,I,-0.2401335,0.0000024
59032,2020-07-02,I,-0.2394847,0.0000024
59033,2020-07-03,I,-0.2385999,0.0000024
59034,2020-07-04,I,-0.2374993,0.0000048
59035,2020-07-05,I,-0.2362178,0.0000041
59036,2020-07-06,I,-0.2348785,0.0000046
59037,2020-07-07,I,-0.2336011,0.0000047
59038,2020-07-08,I,-0.2323948,0.0000038
59039,2020-07-09,I,-0.2312661,0.0000040
59040,2020-07-10,I,-0.2302077,0.0000039
59041,2020-07-11,I,-0.2292418,0.0000041
59042,2020-07-12,I,-0.2282373,0.0000029
59043,2020-07-13,I,-0.2271922,0.0000029
59044,2020-07-14,I,-0.2261196,0.0000038
59045,2020-07-15,I,-0.2249647,0.0000031
59046,2020-07-16,I,-0.2237563,0.0000030
59047,2020-07-17,I,-0.2224735,0.0000033
59048,2020-07-18,I,-0.2211221,0.0000053
59049,2020-07-19,I,-0.2196966,0.0000032
59050,2020-07-20,I,-0.2182229,0.0000029
59051,2020-07-21,I,-0.2168569,0.0000031
59052,2020-07-22,I,-0.2156934,0.0000026
59053,2020-07-23,I,-0.2147397,0.0000025
59054,2020-07-24,I,-0.2139895,0.0000024
59055,2020-07-25,I,-0.2134277,0.0000031
59056,2020-07-26,I,-0.2129642,0.0000024
59057,2020-07-27,I,-0.2124511,0.0000024
59058,2020-07-28,I,-0.2118250,0.0000028
59059,2020-07-29,I,-0.2110863,0.0000020
59060,2020-07-30,I,-0.2101852,0.0000021
59061,2020-07-31,I,-0.2091731,0.0000023
59062,2020-08-01,I,-0.2081241,0.0000029
59063,2020-08-02,I,-0.2070517,0.0000051
59064,2020-08-03,I,-0.2060679,0.0000053
59065,2020-08-04,I,-0.2052187,0.0000147
59066,2020-08-05,I,-0.2044629,0.0000076
59067,2020-08-06,I,-0.2038807,0.0000075
59068,2020-08-07,I,-0.2034204,0.0000072
59069,2020-08-08,I,-0.2030407,0.0000059
59070,2020-08-09,I,-0.2027274,0.0000055
59071,2020-08-10,I,-0.2023368,0.0000067
59072,2020-08-11,I,-0.2018318,0.0000111
59073,2020-08-12,I,-0.2011971,0.0000054
59074,2020-08-13,I,-0.2003908,0.0000063
59075,2020-08-14,I,-0.1994927,0.0000066
59076,2020-08-15,I,-0.1984615,0.0000071
59077,2020-08-16,I,-0.1972792,0.0000066
59078,2020-08-17,I,-0.1961068,0.0000047
59079,2020-08-18,I,-0.1950958,0.0000055
59080,2020-08-19,I,-0.1942946,0.0000051
59081,2020-08-20,I,-0.1936647,0.0000047
59082,2020-08-21,I,-0.1933494,0.0000045
59083,2020-08-22,I,-0.1932377,0.0000042
59084,2020-08-23,I,-0.1931778,0.0000036
59085,2020-08-24,I,-0.1930310,0.0000033
59086,2020-08-25,I,-0.1927039,0.0000036
59087,2020-08-26,I,-0.1920949,0.0000033
59088,2020-08-27,I,-0.1912021,0.0000039
59089,2020-08-28,I,-0.1901225,0.0000040
59090,2020-08-29,I,-0.1888915,0.0000067
59091,2020-08-30,I,-0.1876013,0.0000046
59092,2020-08-31,I,-0.1863822,0.0000047
59093,2020-09-01,I,-0.1853422,0.0000062
59094,2020-09-02,I,-0.1844207,0.0000040
59095,2020-09-03,I,-0.1836441,0.0000041
59096,2020-09-04,I,-0.1830079,0.0000044
59097,2020-09-05,I,-0.1824377,0.0000060
59098,2020-09-06,I,-0.1818637,0.0000060
59099,2020-09-07,I,-0.1813038,0.0000032
59100,2020-09-08,I,-0.1806747,0.0000038
59101,2020-09-09,I,-0.1799600,0.0000028
59102,2020-09-10,I,-0.1791442,0.0000027
59103,2020-09-11,I,-0.1783491,0.0000029
59104,2020-09-12,I,-0.1775331,0.0000030
59105,2020-09-13,I,-0.1767424,0.0000030
59106,2020-09-14,I,-0.1761111,0.0000027
59107,2020-09-15,I,-0.1757107,0.0000031
59108,2020-09-16,I,-0.1755555,0.0000029
59109,2020-09-17,I,-0.1756758,0.0000029
59110,2020-09-18,I,-0.1759784,0.0000030
59111,2020-09-19,I,-0.1764030,0.0000047
59112,2020-09-20,I,-0.1767895,0.0000051
59113,2020-09-21,I,-0.1770063,0.0000051
59114,2020-09-22,I,-0.1770188,0.0000095
59115,2020-09-23,I,-0.1768106,0.0000058
59116,2020-09-24,I,-0.1764569,0.0000085
59117,2020-09-25,I,-0.1760082,0.0000092
59118,2020-09-26,I,-0.1755640,0.0000098
59119,2020-09-27,I,-0.1750367,0.0000058
59120,2020-09-28,I,-0.1744831,0.0000059
59121,2020-09-29,I,-0.1740546,0.0000068
59122,2020-09-30,I,-0.1737183,0.0000055
59123,2020-10-01,I,-0.1734782,0.0000051
59124,2020-10-02,I,-0.1732518,0.0000053
59125,2020-10-03,I,-0.1730890,0.0000085
59126,2020-10-04,I,-0.1729516,0.0000075
59127,2020-10-05,I,-0.1727809,0.0000076
59128,2020-10-06,I,-0.1725084,0.0000090
59129,2020-10-07,I,-0.1721191,0.0000059
59130,2020-10-08,I,-0.1716062,0.0000056
59131,2020-10-09,I,-0.1709530,0.0000054
59132,2020-10-10,I,-0.1703455,0.0000050
59133,2020-10-11,I,-0.1698329,0.0000045
59134,2020-10-12,I,-0.1694286,0.0000026
59135,2020-10-13,I,-0.1692903,0.0000023
59136,2020-10-14,I,-0.1694855,0.0000025
59137,2020-10-15,I,-0.1699282,0.0000027
59138,2020-10-16,I,-0.1706366,0.0000027
59139,2020-10-17,I,-0.1714326,0.0000028
59140,2020-10-18,I,-0.1722094,0.0000077
59141,2020-10-19,I,-0.1727370,0.0000079
59142,2020-10-20,I,-0.1730140,0.0000101
59143,2020-10-21,I,-0.1730915,0.0000070
59144,2020-10-22,I,-0.1730757,0.0000068
59145,2020-10-23,I,-0.1731186,0.0000068
59146,2020-10-24,I,-0.1731930,0.0000059
59147,2020-10-25,I,-0.1733207,0.0000044
59148,2020-10-26,I,-0.1734985,0.0000044
59149,2020-10-27,I,-0.1737620,0.0000090
59150,2020-10-28,I,-0.1741066,0.0000056
59151,2020-10-29,I,-0.1744639,0.0000056
59152,2020-10-30,I,-0.1747709,0.0000056
59153,2020-10-31,I,-0.1750625,0.0000062
59154,2020-11-01,I,-0.1753242,0.0000059
59155,2020-11-02,I,-0.1754919,0.0000047
59156,2020-11-03,I,-0.1755382,0.0000079
59157,2020-11-04,I,-0.1754841,0.0000053
59158,2020-11-05,I,-0.1753093,0.0000054
59159,2020-11-06,I,-0.1750298,0.0000057
59160,2020-11-07,I,-0.1747231,0.0000066
59161,2020-11-08,I,-0.1745166,0.0000045
59162,2020-11-09,I,-0.1745658,0.0000045
59163,2020-11-10,I,-0.1749252,0.0000046
59164,2020-11-11,I,-0.1754913,0.0000055
59165,2020-11-12,I,-0.1762615,0.0000055
59166,2020-11-13,I,-0.1771474,0.0000055
59167,2020-11-14,I,-0.1779726,0.0000110
59168,2020-11-15,I,-0.1786358,0.0000066
59169,2020-11-16,I,-0.1790143,0.0000066
59170,2020-11-17,I,-0.1791188,0.0000052
59171,2020-11-18,I,-0.1790201,0.0000049
59172,2020-11-19,I,-0.1787447,0.0000048
59173,2020-11-20,I,-0.1784505,0.0000048
59174,2020-11-21,I,-0.1781942,0.0000057
59175,2020-11-22,I,-0.1780743,0.0000063
59176,2020-11-23,I,-0.1781469,0.0000036
59177,2020-11-24,I,-0.1783547,0.0000042
59178,2020-11-25,I,-0.1786407,0.0000061
59179,2020-11-26,I,-0.1789629,0.0000063
59180,2020-11-27,I,-0.1791349,0.0000067
59181,2020-11-28,I,-0.1792864,0.0000066
59182,2020-11-29,I,-0.1793053,0.0000146
59183,2020-11-30,I,-0.1792119,0.0000147
59184,2020-12-01,I,-0.1790244,0.0000117
59185,2020-12-02,I,-0.1787170,0.0000087
59186,2020-12-03,I,-0.1783210,0.0000077
59187,2020-12-04,I,-0.1779234,0.0000069
59188,2020-12-05,I,-0.1776276,0.0000074
59189,2020-12-06,I,-0.1775402,0.0000072
59190,2020-12-07,I,-0.1776460,0.0000075
59191,2020-12-08,I,-0.1779740,0.0000102
59192,2020-12-09,I,-0.1784944,0.0000075
59193,2020-12-10,I,-0.1791038,0.0000080
59194,2020-12-11,I,-0.1797353,0.0000080
59195,2020-12-12,I,-0.1801801,0.0000093
59196,2020-12-13,I,-0.1803991,0.0000071
59197,2020-12-14,I,-0.1803768,0.0000076
59198,2020-12-15,I,-0.1801173,0.0000084
59199,2020-12-16,I,-0.1796837,0.0000069
59200,2020-12-17,I,-0.1791649,0.0000067
59201,2020-12-18,I,-0.1787687,0.0000065
59202,2020-12-19,I,-0.1784625,0.0000079
59203,2020-12-20,I,-0.1783116,0.0000088
59204,2020-12-21,I,-0.1782977,0.0000062
59205,2020-12-22,I,-0.1783938,0.0000071
59206,2020-12-23,I,-0.1785629,0.0000083
59207,2020-12-24,I,-0.1786356,0.0000084
59208,2020-12-25,I,-0.1786349,0.0000080
59209,2020-12-26,I,-0.1785028,0.0000076
59210,2020-12-27,I,-0.1782078,0.0000059
59211,2020-12-28,I,-0.1777715,0.0000050
59212,2020-12-29,I,-0.1772387,0.0000049
59213,2020-12-30,I,-0.1766424,0.0000049
59214,2020-12-31,I,-0.1759902,0.0000037
59215,2021-01-01,I,-0.1753606,0.0000080
59216,2021-01-02,I,-0.1748408,0.0000101
59217,2021-01-03,I,-0.1744883,0.0000062
59218,2021-01-04,I,-0.1743298,0.0000062
59219,2021-01-05,I,-0.1743807,0.0000063
59220,2021-01-06,I,-0.1745789,0.0000055
59221,2021-01-07,I,-0.1748375,0.0000033
59222,2021-01-08,I,-0.1750651,0.0000034
59223,2021-01-09,I,-0.1751023,0.0000033
59224,2021-01-10,I,-0.1748876,0.0000044
59225,2021-01-11,I,-0.1744740,0.0000044
59226,2021-01-12,I,-0.1739718,0.0000047
59227,2021-01-13,I,-0.1734203,0.0000050
59228,2021-01-14,I,-0.1728944,0.0000050
59229,2021-01-15,I,-0.1724715,0.0000050
59230,2021-01-16,I,-0.1720571,0.0000061
59231,2021-01-17,I,-0.1717852,0.0000054
59232,2021-01-18,I,-0.1715870,0.0000054
59233,2021-01-19,I,-0.1714154,0.0000047
59234,2021-01-20,I,-0.1712499,0.0000048
59235,2021-01-21,I,-0.1710607,0.0000048
59236,2021-01-22,I,-0.1707998,0.0000046
59237,2021-01-23,I,-0.1704878,0.0000054
59238,2021-01-24,I,-0.1700259,0.0000070
59239,2021-01-25,I,-0.1694244,0.0000071
59240,2021-01-26,I,-0.1687147,0.0000087
59241,2021-01-27,I,-0.1679717,0.0000086
59242,2021-01-28,I,-0.1673316,0.0000086
59243,2021-01-29,I,-0.1669136,0.0000083
59244,2021-01-30,I,-0.1666923,0.0000083
59245,2021-01-31,I,-0.1667111,0.0000054
59246,2021-02-01,I,-0.1670144,0.0000052
59247,2021-02-02,I,-0.1675564,0.0000030
59248,2021-02-03,I,-0.1682175,0.0000024
59249,2021-02-04,I,-0.1688232,0.0000027
59250,2021-02-05,I,-0.1692847,0.0000027
59251,2021-02-06,I,-0.1695447,0.0000023
